gene_id	family	source	discovery_round	sequence_scope	matched_protein_id	hmmer_score	hmmer_evalue	length	original_family	resolution_group	family_resolution_method	family_resolution_status	nearest_reference_id	nearest_reference_family	meme_status	meme_status_quality_aware	motif_support_quality	singleton_passthrough	meme_evaluable	meme_biological_pass	meme_operational_pass	meme_pass	pfam_pass	pfam_status	stability_pass	selection_annotated	contamination_pass	pfam_gate_active	stability_gate_active	contamination_gate_active	final_pass
GMO.00000840.v1.g073960.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000840.v1.g073960.t1	221.3	6.4e-64	563							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g460840.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002319.v1.g460840.t1	221.3	6.4e-64	563							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g311220.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g311220.t1	220.9	8.9e-64	530							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g314120.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g314120.t1	220.2	1.4e-63	512							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g462550.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002319.v1.g462550.t1	220.0	1.6e-63	317							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002522.v1.g598960.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002522.v1.g598960.t1	218.7	4.1e-63	529							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001697.v1.g226020.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001697.v1.g226020.t1	218.2	5.6e-63	529							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002553.v1.g615210.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002553.v1.g615210.t2	217.8	7.3e-63	466							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001655.v1.g216700.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001655.v1.g216700.t1	217.5	9.4e-63	479							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002767.v1.g679420.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002767.v1.g679420.t1	217.5	9.4e-63	479							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000720.v1.g052970.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000720.v1.g052970.t1	215.0	5.2e-62	554							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002288.v1.g438700.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002288.v1.g438700.t1	214.0	1.1e-61	511							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001085.v1.g104380.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001085.v1.g104380.t1	213.0	2.2e-61	555							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g175330.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g175330.t1	211.1	8.4e-61	482							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g159310.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g159310.t1	209.7	2.1e-60	507							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000940.v1.g089160.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000940.v1.g089160.t1	209.4	2.8e-60	487							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002325.v1.g476450.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002325.v1.g476450.t1	209.4	2.8e-60	487							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000883.v1.g082090.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000883.v1.g082090.t1	209.2	3.0e-60	485							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g461900.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002319.v1.g461900.t1	209.2	3.0e-60	485							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002621.v1.g640040.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002621.v1.g640040.t1	208.5	5.1e-60	472							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g160000.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g160000.t1	207.8	7.9e-60	482							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g176010.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g176010.t1	207.6	9.4e-60	506							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002338.v1.g492990.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002338.v1.g492990.t1	206.1	2.7e-59	473							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001346.v1.g164340.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001346.v1.g164340.t1	205.9	3.1e-59	495							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002495.v1.g560520.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002495.v1.g560520.t1	205.9	3.1e-59	495							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000574.v1.g035090.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000574.v1.g035090.t1	205.1	5.5e-59	490							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002523.v1.g599970.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002523.v1.g599970.t1	204.2	1.0e-58	207							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002725.v1.g671090.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002725.v1.g671090.t1	204.1	1.1e-58	490							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002338.v1.g493120.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002338.v1.g493120.t1	202.9	2.5e-58	473							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002621.v1.g640200.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002621.v1.g640200.t1	202.8	2.7e-58	473							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002749.v1.g677230.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002749.v1.g677230.t1	201.9	5.2e-58	512							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002787.v1.g684330.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002787.v1.g684330.t1	201.9	4.9e-58	492							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002747.v1.g676540.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002747.v1.g676540.t1	201.8	5.3e-58	512							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002218.v1.g365720.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002218.v1.g365720.t1	201.4	7.0e-58	492							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002523.v1.g603780.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002523.v1.g603780.t1	198.9	4.2e-57	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002336.v1.g489480.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002336.v1.g489480.t1	198.6	5.2e-57	482							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g176020.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g176020.t1	197.6	9.9e-57	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001016.v1.g092380.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001016.v1.g092380.t2	197.3	1.2e-56	469							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g461880.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002319.v1.g461880.t1	195.9	3.4e-56	484							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002516.v1.g581170.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002516.v1.g581170.t2	195.2	5.4e-56	469							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g176420.t3	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g176420.t3	194.8	7.2e-56	476							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g158870.t3	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g158870.t3	194.7	7.5e-56	475							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000748.v1.g066580.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000748.v1.g066580.t1	192.6	3.4e-55	465							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g155450.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g155450.t1	192.6	3.4e-55	465							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g159290.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g159290.t2	192.2	4.3e-55	468							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g176060.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g176060.t2	191.9	5.6e-55	468							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g159260.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g159260.t2	191.1	9.3e-55	468							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000883.v1.g082080.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000883.v1.g082080.t1	189.0	4.2e-54	453							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001811.v1.g249300.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001811.v1.g249300.t1	184.6	8.9e-53	476							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002459.v1.g541580.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002459.v1.g541580.t1	184.1	1.3e-52	476							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002495.v1.g561420.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002495.v1.g561420.t2	180.3	1.7e-51	503							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g159280.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g159280.t2	179.9	2.4e-51	475							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g465520.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002319.v1.g465520.t1	177.8	1.0e-50	490							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002433.v1.g532290.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002433.v1.g532290.t2	177.0	1.7e-50	484							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002459.v1.g541590.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002459.v1.g541590.t1	175.9	3.8e-50	476							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001811.v1.g249290.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001811.v1.g249290.t1	175.5	5.1e-50	476							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g176030.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g176030.t2	174.6	9.4e-50	476							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g311190.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g311190.t1	174.3	1.2e-49	298							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001346.v1.g165240.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001346.v1.g165240.t2	173.7	1.8e-49	430							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g159300.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g159300.t2	170.6	1.6e-48	516							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001573.v1.g199780.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001573.v1.g199780.t1	169.9	2.6e-48	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000537.v1.g020360.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000537.v1.g020360.t1	169.3	3.8e-48	405							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002275.v1.g404120.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002275.v1.g404120.t1	167.9	1.1e-47	405							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002523.v1.g599520.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002523.v1.g599520.t1	166.3	3.2e-47	259							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g171850.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g171850.t1	164.9	8.2e-47	399							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000095.v1.g000850.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000095.v1.g000850.t1	156.5	3.1e-44	196							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g318410.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g318410.t1	156.5	3.1e-44	196							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002336.v1.g487390.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002336.v1.g487390.t1	152.9	3.7e-43	466							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001380.v1.g171440.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001380.v1.g171440.t1	145.5	6.2e-41	227							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002271.v1.g399410.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002271.v1.g399410.t1	136.9	2.6e-38	312							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g318390.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g318390.t1	123.9	2.4e-34	159							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001376.v1.g170110.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001376.v1.g170110.t1	114.9	1.3e-31	306							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g310420.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g310420.t1	113.0	4.5e-31	342							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002255.v1.g391920.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002255.v1.g391920.t1	112.5	6.7e-31	404							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001376.v1.g169990.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001376.v1.g169990.t1	107.0	3.1e-29	305							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002288.v1.g440130.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002288.v1.g440130.t1	104.6	1.6e-28	305							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001329.v1.g149380.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001329.v1.g149380.t1	100.5	2.9e-27	213							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002523.v1.g599540.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002523.v1.g599540.t1	100.5	2.9e-27	213							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
